timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_histogram,bb_position,volatility_5m,volatility_15m,volume_ratio,price_change_1m,price_change_5m,price_change_15m,trend_strength,volatility_percentile,volume_percentile,is_optimal_entry,is_optimal_exit,future_profit_potential
2025-07-26 23:00:00+00:00,0.2367,0.23688,0.23662,0.23687,147931.0,56.969696969697274,-0.00021963864593183002,-0.00026199066335661045,4.2352017424780427e-05,0.543133415430188,0.00011523888232827656,0.0001702519141922036,0.4756278925756348,0.0007182087029995454,0.0002533676787297434,0.0006336600202769826,-1.0,0.22,0.34,False,False,0.0
2025-07-26 23:01:00+00:00,0.23688,0.23692,0.23676,0.23682,370659.0,51.592356687897954,-0.00020194438606432885,-0.0002499814078981259,4.8037021833797046e-05,0.46041843480959976,0.00012497999840079828,0.0001628408513166694,1.318222773705962,-0.00021108624984167434,0.00025342118601123786,0.0007606490872211769,-1.0,0.21,0.65,False,False,0.0
2025-07-26 23:02:00+00:00,0.23682,0.23689,0.23658,0.23667,210177.0,46.15384615384553,-0.00019774479363118824,-0.00023953408504471873,4.178929141353049e-05,0.27192625975244367,0.00011691877522561513,0.00016753961862771207,0.744589532873045,-0.000633392449962078,0.00021130927225088136,-0.00042235080457830865,-1.0,0.21,0.45,False,False,0.0
2025-07-26 23:03:00+00:00,0.23667,0.23668,0.23653,0.23653,250303.0,28.082191780821702,-0.00020336821152372453,-0.00023230091034050898,2.8932698816784455e-05,0.1004544403708984,0.0001336787193246013,0.00018413762968785862,0.8866406498789074,-0.0005915409642117675,-0.00021134499957742303,-0.001140202702702764,-1.0,0.29,0.5,False,False,0.0
2025-07-26 23:04:00+00:00,0.23654,0.23683,0.23653,0.23661,209146.0,34.9999999999997,-0.0001990750979672662,-0.00022565574786585242,2.6580649898586234e-05,0.24380923756701886,0.00014247806848871833,0.00016062378404332886,0.7400219410175488,0.0003382234811650786,-0.00038022813688221024,-0.0023611755281022218,-1.0,0.18,0.43,False,False,0.0
2025-07-26 23:05:00+00:00,0.23661,0.2368,0.23661,0.23666,200116.0,34.05797101449281,-0.00018945452521795803,-0.0002184155033362666,2.8960978118308564e-05,0.32429590171051514,0.00010616025621812933,0.000145546588844288,0.737022842566682,0.00021131820295017256,-0.0008865622493350322,-0.0015609838417077748,-1.0,0.13,0.41,False,False,0.0
2025-07-26 23:06:00+00:00,0.23666,0.23678,0.2366,0.23675,158022.0,44.79999999999913,-0.0001725789532501798,-0.00020924819331904218,3.666924006886238e-05,0.4476151202424022,8.11171991645816e-05,0.00010778285047975664,0.5755564956621647,0.00038029240260284425,-0.0002955831433156808,-0.001476170392239684,1.0,0.01,0.32,False,False,0.0
2025-07-26 23:07:00+00:00,0.23676,0.23676,0.23614,0.23615,884662.0,32.36994219653134,-0.00020525114722647064,-0.00020844878410052734,3.1976368740566964e-06,-0.1885082701845385,0.00023216373532566312,0.0001751190071553252,2.844651009642067,-0.0025343189017951184,-0.0021971521527865967,-0.0030817291455589313,-1.0,0.23,0.89,False,False,0.0
2025-07-26 23:08:00+00:00,0.23616,0.23638,0.23611,0.23634,89873.0,37.433155080213645,-0.00021335404360842136,-0.0002094298360021066,-3.924207606314774e-06,0.08858632867446299,0.0002491385156903387,0.00019294213294941096,0.2876638360021983,0.0008045733643871067,-0.000803280767767256,-0.00177394830207811,-1.0,0.34,0.17,False,False,0.0
2025-07-26 23:09:00+00:00,0.23634,0.23658,0.23634,0.23649,119825.0,42.07920792079228,-0.0002053058316808798,-0.0002086050351378609,3.2992034569811178e-06,0.2641589882652309,0.00024180570712950257,0.0001911170172593648,0.39288244232710345,0.0006346788525006808,-0.0005071636870799257,-0.0013512942865587796,-1.0,0.33,0.26,False,False,0.0
2025-07-26 23:10:00+00:00,0.2365,0.2366,0.23643,0.23653,75310.0,44.27860696517381,-0.00019346983276224972,-0.0002055779946627377,1.2108161900487984e-05,0.32904635094743406,0.0002236515146392068,0.00018523601418942088,0.258659299232849,0.000169140344200569,-0.0005493112482042317,-0.0011823825007389877,-1.0,0.29,0.16,False,False,0.0
2025-07-26 23:11:00+00:00,0.23653,0.23667,0.23645,0.23649,146765.0,46.59685863874358,-0.00018518256914468179,-0.00020149890955912551,1.631634041444373e-05,0.2953300628333713,0.0001574801574816382,0.00018222696470903711,0.5054999141512939,-0.0001691117405825393,-0.0010982048574444958,-0.0011403953370501263,-1.0,0.27,0.32,False,False,0.0
2025-07-26 23:12:00+00:00,0.23649,0.2367,0.2364,0.23641,67349.0,45.64102564102544,-0.00018296086454075433,-0.00019779130055545054,1.483043601469621e-05,0.21585346968331284,7.628892449374774e-05,0.00018752777572154003,0.23518101874177857,-0.000338280688401138,0.0011009951302138887,-0.0008874989434536351,-1.0,0.31,0.14,False,False,0.0
2025-07-26 23:13:00+00:00,0.2364,0.23657,0.2364,0.23651,196532.0,45.0777202072539,-0.00017115825620919733,-0.00019246469168619903,2.1306435477001697e-05,0.368330203067008,4.560701700828269e-05,0.00018821972974974823,0.6847388547281706,0.00042299395118639005,0.0007193026995007124,-0.0002958829994083034,-1.0,0.32,0.43,False,False,0.0
2025-07-26 23:14:00+00:00,0.23652,0.23652,0.23628,0.23631,88833.0,35.714285714285296,-0.00017591455503451758,-0.00018915466435586234,1.3240109321344758e-05,0.13652729046441145,9.055385138366071e-05,0.00019557485474857526,0.3139531061859361,-0.0008456302059109966,-0.0007611315489027826,-0.001647655259822578,-1.0,0.38,0.18,False,False,0.0
2025-07-26 23:15:00+00:00,0.23631,0.2364,0.23612,0.23613,441855.0,33.49282296650691,-0.0001919947957349788,-0.00018972269063168565,-2.2721051032931422e-06,-0.012315033634019042,0.0001555634918625118,0.00020038059025959937,1.4761684266230488,-0.0007617113114128937,-0.0016911174058258371,-0.0031240764976568913,-1.0,0.39,0.71,False,False,0.0
2025-07-26 23:16:00+00:00,0.23614,0.23632,0.23592,0.23624,1027306.0,39.51219512195126,-0.00019363060691474088,-0.00019050427388829676,-3.126333026444119e-06,0.16238360227886128,0.00014730919862820702,0.00018844728958726897,3.3780242931567375,0.00046584508533431546,-0.0010571271512537228,-0.002449117473186324,1.0,0.33,0.92,False,False,0.0
2025-07-26 23:17:00+00:00,0.23625,0.23627,0.23602,0.23602,219199.0,38.02816901408456,-0.0002102549924098418,-0.00019445441759260602,-1.580057481723578e-05,-0.002205089536251371,0.00018593009439175397,0.00020900672124173184,0.7418446633813719,-0.0009312563494751069,-0.0016496764096273209,-0.002746440190983135,-1.0,0.44,0.45,False,False,0.0
2025-07-26 23:18:00+00:00,0.23603,0.2362,0.23597,0.23601,1893110.0,35.4368932038834,-0.00022168141512091122,-0.00019989981709826735,-2.178159802264387e-05,0.05925445239403941,0.00013255187663924756,0.00022998964780104615,5.3335110127926395,-4.236929073808682e-05,-0.0021140755147773804,-0.002198452627573677,-1.0,0.53,0.99,False,False,0.0
2025-07-26 23:19:00+00:00,0.23601,0.23623,0.23584,0.23622,515997.0,40.09009009008993,-0.0002113556876163769,-0.00020219099120188935,-9.164696414487556e-06,0.2866063098602682,0.00010784247771911791,0.00022368557864925085,1.4111831444679794,0.0008897928053896997,-0.00038085565570644686,-0.001648281983009925,-1.0,0.52,0.75,False,False,0.0
2025-07-26 23:20:00+00:00,0.23622,0.23647,0.2361,0.23616,916095.0,36.52968036529709,-0.00020564333666123202,-0.0002028814602937579,-2.761876367474137e-06,0.2485847406832456,0.00010908712114908308,0.00021120290402141536,2.2672436813942203,-0.0002540005080010621,0.0001270486596367526,-0.002112735570016011,-1.0,0.43,0.87,False,False,0.0
2025-07-26 23:21:00+00:00,0.23615,0.23671,0.23611,0.23664,533825.0,61.83574879227053,-0.00016053447365757534,-0.00019441206296652117,3.387758930894583e-05,0.7706197004621995,0.0002567099530609215,0.0001965051798673478,1.2950159504142256,0.00203252032520318,0.0016931933626820328,-0.00046462513199574396,1.0,0.36,0.74,False,False,0.0
2025-07-26 23:22:00+00:00,0.23663,0.23673,0.23657,0.23673,211794.0,59.898477157360574,-0.00011618396410234544,-0.00017876644319368568,6.258247909134024e-05,0.8595158237885021,0.0003150714204755019,0.00021859508119859557,0.5136942319453374,0.0003803245436104774,0.003008219642403054,0.0024560660597077177,1.0,0.48,0.41,False,False,0.0
2025-07-26 23:23:00+00:00,0.23673,0.23677,0.2365,0.23662,478508.0,53.36787564766825,-8.888716665081398e-05,-0.00016079058788511102,7.190342123429704e-05,0.7325022526767841,0.0002634008352309654,0.00022948596803338512,1.1293394171101148,-0.00046466438558689926,0.002584636244227001,0.001184733858001108,1.0,0.52,0.72,False,False,0.0
2025-07-26 23:24:00+00:00,0.23661,0.23665,0.23656,0.23665,51590.0,53.12500000000027,-6.409470399390549e-05,-0.00014145141110686964,7.735670711296415e-05,0.7599877191960366,0.00022748626332223576,0.000239111450404818,0.12406562997275558,0.00012678556335044,0.0018203369740072972,0.000676561376802276,1.0,0.54,0.1,False,False,0.0
2025-07-26 23:25:00+00:00,0.23665,0.23667,0.23649,0.23656,138295.0,51.77664974619256,-5.111937247007092e-05,-0.0001233850033795097,7.226563090943877e-05,0.6739522609185465,6.123724357171402e-05,0.00024059450177866553,0.335067891255272,-0.0003803084724276484,0.0016937669376693165,0.00012683380543698775,1.0,0.54,0.24,False,False,0.0
2025-07-26 23:26:00+00:00,0.23656,0.23658,0.23634,0.23641,96096.0,50.0,-5.2336611710446235e-05,-0.00010917532504569687,5.683871333525064e-05,0.5333044209595085,0.00011970797801438502,0.00023886238317417862,0.23458592213498186,-0.0006340886033141535,-0.0009719405003379977,-0.000338280688401138,1.0,0.52,0.18,False,False,0.0
2025-07-26 23:27:00+00:00,0.23641,0.23648,0.23633,0.2364,1000516.0,47.17948717948722,-5.3491570241065434e-05,-9.803857408477052e-05,4.454700384370509e-05,0.5077089165624253,0.00011691877522596476,0.00023877066103656576,2.408365331022174,-4.2299395118683414e-05,-0.0013939931567608088,-4.2299395118683414e-05,1.0,0.51,0.9,False,False,0.0
2025-07-26 23:28:00+00:00,0.2364,0.23644,0.23619,0.23635,561348.0,51.11111111111146,-5.7775419242650505e-05,-8.998594311634648e-05,3.2210523873695975e-05,0.4477864062894609,0.00012581732790191695,0.0002358167165616847,1.2786754847412594,-0.0002115059221657889,-0.0011410700701546261,-0.0006765041647287529,1.0,0.5,0.78,False,False,0.0
2025-07-26 23:29:00+00:00,0.23635,0.23653,0.23635,0.23645,132266.0,59.302325581394975,-5.249617603950152e-05,-8.248798970097746e-05,2.9991813661475942e-05,0.5690797796714866,7.893034904526779e-05,0.00023632503847441496,0.3008579156833101,0.00042310133276912687,-0.0008451299387280953,0.0005924421310989914,1.0,0.5,0.21,False,False,0.0
2025-07-26 23:30:00+00:00,0.23644,0.23648,0.23627,0.23627,255500.0,50.83798882681571,-6.212060417629117e-05,-7.841451259604018e-05,1.6293908419749012e-05,0.3695890164177335,6.9137544073018e-05,0.00022869817914287577,0.5695002629620098,-0.000761260308733247,-0.0012259046330740375,0.0005928937449710681,-1.0,0.45,0.45,False,False,0.0
2025-07-26 23:31:00+00:00,0.23628,0.23649,0.23585,0.23585,624520.0,45.72864321608029,-0.00010245715347098616,-8.32230407710294e-05,-1.923411269995676e-05,-0.02196571339363761,0.00024079036525684477,0.0002652438231414552,1.3216607654128327,-0.0017776272908113233,-0.002368766126644384,-0.0016508635286149875,-1.0,0.58,0.81,False,False,0.0
2025-07-26 23:32:00+00:00,0.23585,0.23602,0.23574,0.23578,381774.0,44.39024390243882,-0.0001384762541704332,-9.427368345091019e-05,-4.4202570719523e-05,0.0022213092476643377,0.00030446674695377827,0.0002927700218852614,0.7819264781347264,-0.00029679881280475495,-0.0026226734348562264,-0.0010168629777138616,-1.0,0.64,0.58,False,False,0.0
2025-07-26 23:33:00+00:00,0.23578,0.23594,0.2357,0.23578,756599.0,38.043478260868795,-0.00016511826551404707,-0.00010844259986353759,-5.667566565050948e-05,0.06964979672312571,0.00031277787645660047,0.00031636025275660104,1.4655633796951213,0.0,-0.0024116775967845117,-0.0009745349773314649,-1.0,0.68,0.84,False,False,0.0
2025-07-26 23:34:00+00:00,0.23578,0.23582,0.23572,0.23572,194691.0,38.043478260869364,-0.0001888962330411359,-0.00012453332649905728,-6.436290654207862e-05,0.08036467918315952,0.00022282279955337808,0.00035245803532772,0.3732972200630359,-0.00025447451013649314,-0.003087333474307341,-0.002116670900008444,-1.0,0.72,0.31,False,False,0.0
